0.0128 22.10 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.11 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.12 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.13 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.14 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.15 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.16 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.17 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.18 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.19 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.20 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.21 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.22 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.23 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.24 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.25 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.26 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.27 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.28 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.29 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.30 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.31 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.32 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.33 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.34 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.35 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.36 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.37 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.38 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.39 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.40 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.41 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.42 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.43 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.44 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.45 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.46 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.47 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.48 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.49 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.50 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.51 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.52 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.53 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.54 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.55 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.56 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.57 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.58 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.59 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.60 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.61 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.62 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.63 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.64 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.65 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.66 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.67 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.68 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.69 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.70 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.71 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.72 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.73 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.74 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.75 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.76 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.77 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.78 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.79 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.80 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.81 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.82 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.83 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.84 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.85 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.86 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.87 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.88 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.89 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.90 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.91 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.92 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.93 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.94 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.95 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.96 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.97 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.98 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 22.99 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 23.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 23.01 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
