0.0128 21.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.01 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.02 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.03 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.04 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.05 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.06 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.07 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.08 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.09 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.10 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.11 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.12 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.13 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.14 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.15 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.16 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.17 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.18 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.19 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.20 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.21 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.22 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.23 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.24 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.25 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.26 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.27 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.28 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.29 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.30 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.31 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.32 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.33 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.34 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.35 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.36 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.37 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.38 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.39 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.40 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
0.0128 21.41 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
