1226 187.4390207  7.9958638  26.201 22.202 0.040 22.181 0.033 23.808 0.333 23.772 0.053 0.0299 0.0028 0.0257 0.0066 1.00 0.022  0.9670  0.7170
1226 187.4381545  8.0036269  26.247 21.571 0.031 21.544 0.022 22.452 0.029 22.429 0.026 0.0297 0.0040 0.0272 0.0031 1.00 0.022  1.0820  0.8060
1226 187.4374813  8.0016242  26.330 22.255 0.031 22.178 0.024 23.641 0.029 23.594 0.029 0.0155 0.0037 0.0278 0.0033 1.00 0.022  1.0050  0.7540
1226 187.4519306  8.0021836  26.344 23.110 0.182 23.077 0.073 24.109 0.044 24.075 0.038 0.0328 0.0089 0.0242 0.0037 1.00 0.022  0.9210  0.7040
1226 187.4467161  7.9933087  26.486 22.371 0.041 22.311 0.036 23.866 0.025 23.825 0.023 0.0370 0.0056 0.0311 0.0028 1.00 0.022  1.2020  0.9030
1226 187.4401418  7.9945344  26.793 21.830 0.037 21.792 0.027 23.057 0.024 23.011 0.025 0.0258 0.0028 0.0283 0.0042 1.00 0.022  0.9910  0.7250
1226 187.4510831  7.9962385  27.090 23.033 0.571 22.961 0.053 24.385 0.438 24.409 0.041 0.0176 0.0069 0.0174 0.0059 0.96 0.022  1.0590  0.8060
1226 187.4484693  8.0070459  27.312 22.017 0.027 21.965 0.026 23.365 0.028 23.335 0.028 0.0308 0.0051 0.0182 0.0032 1.00 0.022  0.9760  0.7460
1226 187.4371643  8.0018669  27.593 22.269 0.051 22.260 0.036 23.695 0.040 23.658 0.041 0.0334 0.0060 0.0353 0.0037 1.00 0.022  0.9450  0.7060
1226 187.4503662  8.0056920  27.604 21.133 0.019 21.111 0.016 22.707 0.019 22.679 0.017 0.0309 0.0015 0.0240 0.0031 1.00 0.022  0.8890  0.6840
1226 187.4375580  7.9972720  28.055 20.823 0.017 20.769 0.018 22.371 0.023 22.328 0.019 0.0200 0.0024 0.0292 0.0031 1.00 0.022  0.8640  0.6350
1226 187.4502408  7.9947760  28.163 19.374 0.011 19.367 0.005 20.621 0.015 20.606 0.013 0.0464 0.0008 0.0448 0.0012 1.00 0.022  1.0520  0.7990
1226 187.4519793  8.0036623  28.280 21.856 0.033 21.851 0.018 22.873 0.027 22.851 0.019 0.0454 0.0026 0.0365 0.0029 1.00 0.022  0.8250  0.6360
1226 187.4478175  7.9931480  28.316 21.324 0.022 21.269 0.025 22.677 0.015 22.635 0.014 0.0213 0.0036 0.0279 0.0023 1.00 0.022  1.0960  0.8270
1226 187.4502274  8.0062343  28.631 22.986 0.148 23.058 0.064 24.761 0.135 24.774 0.097 0.0750 0.0142 0.0689 0.0133 0.83 0.022  0.8540  0.6560
1226 187.4467892  8.0081295  28.716 21.316 0.026 21.309 0.021 22.370 0.025 22.355 0.030 0.0349 0.0026 0.0286 0.0044 1.00 0.022  0.9670  0.7370
1226 187.4521440  8.0036260  28.747 23.094 0.050 23.040 0.046 23.962 0.061 23.961 0.052 0.0339 0.0052 0.0287 0.0059 1.00 0.022  0.8040  0.6220
1226 187.4519504  8.0047293  30.000 23.657 0.093 23.604 0.073 25.043 0.128 25.014 0.078 0.0359 0.0075 0.0503 0.0096 0.96 0.022  0.7660  0.5910
1226 187.4388581  7.9944220  30.115 21.951 0.022 21.921 0.019 23.596 0.030 23.551 0.030 0.0259 0.0022 0.0304 0.0032 1.00 0.022  0.8030  0.6000
1226 187.4390911  7.9941620  30.219 22.948 0.034 22.892 0.029 24.514 0.094 24.472 0.077 0.0258 0.0045 0.0256 0.0078 1.00 0.022  0.8070  0.6030
1226 187.4517354  8.0052286  30.327 23.675 0.062 23.613 0.065 24.457 0.469 25.294 0.101 0.0295 0.0071 0.0017 0.0051 0.91 0.022  0.7510  0.5840
1226 187.4484735  8.0080320  30.477 24.360 0.408 24.301 0.143 25.409 0.273 25.374 0.111 0.0152 0.0613 0.0241 0.0088 0.95 0.022  0.8390  0.6430
1226 187.4488821  8.0078691  30.610 23.360 0.138 23.409 0.067 24.942 0.097 24.924 0.081 0.0427 0.0142 0.0256 0.0077 0.99 0.022  0.8200  0.6290
1226 187.4399980  7.9933266  30.633 22.616 0.035 22.567 0.030 24.056 0.050 24.009 0.048 0.0224 0.0030 0.0295 0.0051 1.00 0.022  0.8230  0.6140
1226 187.4385849  8.0063238  30.639 23.591 0.836 23.514 0.091 24.940 0.200 24.895 0.061 0.0155 0.0092 0.0249 0.0104 0.97 0.022  0.9310  0.6980
1226 187.4475218  8.0087416  31.576 23.477 0.133 23.570 0.068 24.493 0.054 24.482 0.053 0.0554 0.0180 0.0306 0.0084 0.97 0.022  0.8240  0.6300
1226 187.4439066  8.0091793  31.733 20.283 0.025 20.268 0.017 21.950 0.019 21.933 0.019 0.0344 0.0028 0.0309 0.0026 1.00 0.022  0.9070  0.6940
1226 187.4432207  8.0091483  31.949 22.186 0.066 22.316 0.042 23.726 0.048 23.842 0.034 0.0417 0.0068 0.0229 0.0040 1.00 0.022  0.9130  0.6930
1226 187.4428705  7.9916813  32.131 22.513 0.031 22.462 0.028 23.175 0.025 23.134 0.020 0.0209 0.0022 0.0257 0.0041 1.00 0.022  0.8410  0.6350
1226 187.4382954  7.9940773  32.406 22.509 0.032 22.476 0.022 23.273 0.035 23.245 0.028 0.0368 0.0033 0.0357 0.0035 1.00 0.022  0.7220  0.5370
1226 187.4390231  7.9933990  32.487 20.430 0.014 20.388 0.012 21.881 0.023 21.844 0.021 0.0284 0.0025 0.0301 0.0029 1.00 0.022  0.7320  0.5500
1226 187.4374964  7.9949514  32.509 20.905 0.033 20.963 0.013 21.806 0.028 21.865 0.012 0.0566 0.0033 0.0546 0.0022 1.00 0.022  0.7030  0.5280
1226 187.4482750  7.9920610  32.558 21.132 0.024 21.075 0.021 22.266 0.017 22.225 0.017 0.0277 0.0029 0.0318 0.0017 1.00 0.022  0.8830  0.6780
1226 187.4434800  8.0093671  32.575 20.737 0.016 20.694 0.014 22.287 0.028 22.257 0.026 0.0236 0.0013 0.0177 0.0027 1.00 0.022  0.8830  0.6720
1226 187.4356828  7.9990976  32.710 22.827 0.040 22.791 0.030 23.439 0.057 23.434 0.041 0.0354 0.0049 0.0392 0.0052 1.00 0.022  0.6930  0.5230
1226 187.4357630  8.0022915  32.771 21.590 0.043 21.615 0.035 22.549 0.055 22.553 0.049 0.0431 0.0043 0.0330 0.0054 1.00 0.022  0.7270  0.5560
1226 187.4509138  8.0071825  32.809 22.625 0.043 22.591 0.033 23.755 0.052 23.757 0.038 0.0469 0.0039 0.0363 0.0041 1.00 0.022  0.6960  0.5410
1226 187.4404271  8.0084489  32.819 24.017 0.820 23.950 0.097 25.356 0.114 25.319 0.108 0.0185 0.0078 0.0326 0.0112 0.99 0.022  0.8770  0.6650
1226 187.4401043  7.9924810  33.009 23.968 0.370 23.915 0.059 25.631 0.363 25.583 0.100 0.0314 0.0095 0.0166 0.0079 0.99 0.022  0.7470  0.5650
1226 187.4387371  7.9933904  33.150 22.167 0.232 22.113 0.027 23.464 0.028 23.434 0.023 0.0261 0.0042 0.0296 0.0026 1.00 0.022  0.7050  0.5340
1226 187.4355913  7.9983042  33.561 21.449 0.015 21.394 0.011 22.902 0.024 22.858 0.022 0.0270 0.0019 0.0302 0.0027 1.00 0.022  0.6620  0.5020
1226 187.4444140  8.0097706  33.727 22.274 0.028 22.223 0.028 23.793 0.046 23.745 0.042 0.0170 0.0032 0.0198 0.0036 0.97 0.022  0.8160  0.6270
1226 187.4375595  8.0065567  33.893 24.054 0.294 24.099 0.181 25.501 0.306 25.468 0.138 0.0477 0.0275 0.0518 0.0123 0.86 0.022  0.7830  0.5950
1226 187.4416087  7.9914786  34.048 23.850 0.112 23.802 0.071 25.543 0.340 25.500 0.268 0.0382 0.0133 0.0368 0.0137 0.97 0.022  0.7470  0.5690
1226 187.4542398  7.9991113  34.130 20.262 0.023 20.266 0.018 21.176 0.030 21.157 0.024 0.0378 0.0032 0.0330 0.0036 1.00 0.022  0.6600  0.5190
1226 187.4462118  8.0099392  34.695 21.703 0.047 21.727 0.026 22.776 0.051 22.742 0.047 0.0416 0.0049 0.0283 0.0055 1.00 0.022  0.7520  0.5790
1226 187.4396034  8.0086010  34.764 23.991 0.113 23.927 0.098 24.609 0.089 24.566 0.074 0.0281 0.0089 0.0274 0.0065 0.99 0.022  0.7930  0.6090
1226 187.4354881  8.0036313  35.040 23.037 0.148 23.331 0.081 24.650 0.082 24.628 0.082 0.1090 0.0182 0.0248 0.0089 0.90 0.022  0.6820  0.5210
1226 187.4520262  7.9938289  35.101 23.201 0.112 23.159 0.050 24.506 0.048 24.473 0.042 0.0258 0.0217 0.0199 0.0049 0.99 0.022  0.7420  0.5740
1226 187.4546833  8.0009023  35.427 21.942 0.036 22.045 0.031 22.906 0.033 23.022 0.034 0.0337 0.0043 0.0278 0.0034 1.00 0.022  0.6000  0.4740
1226 187.4543954  7.9980024  35.443 20.714 0.023 20.716 0.016 22.192 0.024 22.163 0.024 0.0370 0.0022 0.0269 0.0023 1.00 0.022  0.6400  0.5000
1226 187.4354577  7.9967560  35.648 23.160 0.214 23.362 0.083 25.024 0.298 25.020 0.132 0.0755 0.0314 0.0340 0.0163 0.96 0.022  0.6000  0.4620
1226 187.4407658  8.0095424  35.809 23.330 0.078 23.268 0.066 23.860 0.057 23.848 0.039 0.0350 0.0071 0.0372 0.0042 0.99 0.022  0.7650  0.5910
1226 187.4541479  7.9968013  35.903 21.582 0.038 21.552 0.025 22.580 0.035 22.559 0.027 0.0512 0.0022 0.0512 0.0020 1.00 0.022  0.6470  0.5080
1226 187.4351035  8.0032762  35.942 23.921 0.788 23.856 0.098 24.974 0.530 24.935 0.034 0.0213 0.0119 0.0296 0.0109 0.99 0.022  0.6500  0.4950
1226 187.4387006  7.9923854  36.046 22.637 0.099 22.703 0.049 23.480 0.260 23.872 0.068 0.0492 0.0138 0.1052 0.0527 0.84 0.022  0.6330  0.4800
1226 187.4548505  8.0016601  36.261 23.489 0.063 23.446 0.055 24.175 0.098 24.263 0.055 0.0348 0.0079 0.0515 0.0081 0.97 0.022  0.5730  0.4500
1226 187.4479385  8.0100174  36.406 21.811 0.036 21.848 0.022 22.787 0.025 22.779 0.017 0.0453 0.0040 0.0365 0.0017 1.00 0.022  0.6620  0.5160
1226 187.4549397  8.0012685  36.450 23.623 0.081 23.687 0.067 24.993 0.122 25.005 0.083 0.0850 0.0079 0.0692 0.0184 0.53 0.022  0.5690  0.4490
1226 187.4345057  8.0007719  36.582 24.031 0.587 24.014 0.064 24.863 0.612 24.869 0.135 0.0113 0.0075 0.0368 0.0167 0.99 0.022  0.6030  0.4590
1226 187.4483358  8.0100802  37.086 22.046 0.043 22.087 0.024 23.137 0.036 23.130 0.028 0.0476 0.0051 0.0337 0.0031 1.00 0.022  0.6370  0.5020
1226 187.4399619  8.0095614  37.131 23.484 0.146 23.674 0.083 24.949 0.060 24.920 0.056 0.0700 0.0186 0.0436 0.0065 0.89 0.022  0.7280  0.5580
1226 187.4505409  7.9918071  37.189 22.033 0.032 21.996 0.023 23.425 0.028 23.389 0.025 0.0268 0.0026 0.0314 0.0029 1.00 0.022  0.7120  0.5500
1226 187.4527479  7.9937527  37.223 23.115 0.074 23.072 0.061 23.959 0.044 23.918 0.039 0.0235 0.0055 0.0314 0.0046 1.00 0.022  0.6700  0.5250
1226 187.4514346  8.0083717  37.274 22.548 0.041 22.499 0.036 23.935 0.033 23.890 0.032 0.0236 0.0033 0.0200 0.0030 1.00 0.022  0.5790  0.4550
1226 187.4346139  8.0032291  37.577 21.912 0.025 21.921 0.016 23.521 0.035 23.487 0.027 0.0401 0.0022 0.0323 0.0026 1.00 0.022  0.6080  0.4630
1226 187.4341417  8.0001328  37.875 23.757 0.155 23.800 0.094 25.018 0.142 24.984 0.081 0.0488 0.0229 0.0470 0.0113 0.93 0.022  0.5620  0.4350
1226 187.4553179  8.0019637  38.046 22.233 0.029 22.182 0.029 23.193 0.044 23.146 0.046 0.0281 0.0044 0.0274 0.0041 1.00 0.022  0.5350  0.4210
1226 187.4340693  8.0006201  38.126 22.442 0.356 22.406 0.030 23.830 0.032 23.785 0.027 0.0134 0.0047 0.0293 0.0048 1.00 0.022  0.5640  0.4330
1226 187.4506784  7.9915585  38.213 23.389 0.417 23.323 0.068 24.635 0.077 24.594 0.076 0.0268 0.0097 0.0365 0.0062 0.99 0.022  0.6870  0.5300
1226 187.4433576  7.9898047  38.488 23.037 0.103 23.171 0.056 24.696 0.083 24.680 0.059 0.0576 0.0104 0.0411 0.0070 0.98 0.022  0.6540  0.5000
1226 187.4353199  8.0056601  38.596 21.464 0.016 21.408 0.021 23.074 0.021 23.029 0.021 0.0180 0.0039 0.0214 0.0030 1.00 0.022  0.6180  0.4720
1226 187.4351472  8.0054302  38.747 22.844 0.060 22.889 0.052 23.800 0.034 23.910 0.035 0.0235 0.0089 0.0224 0.0052 1.00 0.022  0.6070  0.4650
1226 187.4549421  7.9966263  38.782 22.920 0.027 22.862 0.026 24.251 0.130 24.204 0.035 0.0185 0.0023 0.0222 0.0054 1.00 0.022  0.5780  0.4540
1226 187.4488635  7.9904252  38.794 21.738 0.024 21.684 0.021 23.227 0.029 23.187 0.024 0.0227 0.0025 0.0283 0.0036 1.00 0.022  0.6760  0.5290
1226 187.4398703  8.0100441  38.823 24.275 0.097 24.228 0.100 25.476 0.103 25.447 0.109 0.0348 0.0116 0.0211 0.0117 0.99 0.022  0.6790  0.5220
1226 187.4390143  7.9912224  38.887 21.441 0.021 21.430 0.015 22.715 0.023 22.708 0.019 0.0362 0.0027 0.0343 0.0018 1.00 0.022  0.5750  0.4470
1226 187.4539151  7.9944739  39.006 22.435 0.039 22.404 0.030 23.939 0.129 23.896 0.049 0.0294 0.0036 0.0281 0.0057 1.00 0.022  0.6090  0.4760
1226 187.4555966  7.9988677  39.033 22.785 0.070 22.760 0.045 23.649 0.026 23.616 0.024 0.0330 0.0072 0.0222 0.0019 1.00 0.022  0.5390  0.4290
1226 187.4390885  8.0097326  39.186 22.502 0.037 22.500 0.021 24.005 0.055 23.992 0.042 0.0385 0.0036 0.0325 0.0053 1.00 0.022  0.6650  0.5100
1226 187.4484850  7.9900033  39.739 23.676 0.252 23.628 0.086 24.787 0.099 24.793 0.059 0.0335 0.0092 0.0446 0.0085 0.98 0.022  0.6510  0.5090
1226 187.4489454  7.9901281  39.893 21.968 0.030 22.026 0.027 23.190 0.039 23.371 0.035 0.0302 0.0037 0.0330 0.0048 1.00 0.022  0.6450  0.5070
1226 187.4559327  7.9995635  39.956 23.784 0.067 23.726 0.072 24.847 0.046 24.803 0.047 0.0355 0.0089 0.0306 0.0048 0.98 0.022  0.5200  0.4090
1226 187.4422336  7.9895695  40.031 23.221 0.408 23.144 0.057 23.757 0.045 23.710 0.035 0.0125 0.0059 0.0174 0.0044 0.91 0.022  0.6050  0.4630
1226 187.4426759  7.9894728  40.053 20.760 0.018 20.777 0.010 21.643 0.016 21.643 0.016 0.0445 0.0017 0.0403 0.0023 1.00 0.022  0.6110  0.4680
1226 187.4364430  8.0079008  40.066 22.879 0.070 22.869 0.048 24.210 0.083 24.217 0.050 0.0320 0.0074 0.0317 0.0079 1.00 0.022  0.6150  0.4720
1226 187.4558736  7.9984954  40.229 23.201 0.041 23.130 0.037 24.116 0.045 24.070 0.042 0.0189 0.0044 0.0230 0.0046 0.99 0.022  0.5230  0.4130
1226 187.4455082  7.9891722  40.539 24.231 0.107 24.195 0.106 25.965 0.159 25.929 0.142 0.0524 0.0092 0.0318 0.0104 0.93 0.022  0.6220  0.4830
1226 187.4419733  7.9894796  40.572 21.105 0.020 21.071 0.013 22.342 0.018 22.318 0.016 0.0315 0.0011 0.0314 0.0017 1.00 0.022  0.5900  0.4530
1226 187.4431909  8.0116870  40.986 23.542 0.378 23.529 0.056 25.100 0.259 25.056 0.045 0.0279 0.0079 0.0239 0.0078 0.99 0.022  0.6180  0.4770
1226 187.4347050  7.9948801  41.008 21.884 0.029 21.869 0.024 23.529 0.033 23.489 0.028 0.0335 0.0030 0.0334 0.0042 1.00 0.022  0.4930  0.3880
1226 187.4335032  8.0032848  41.432 23.156 0.063 23.099 0.057 24.451 0.054 24.407 0.053 0.0281 0.0050 0.0262 0.0061 1.00 0.022  0.5250  0.4030
1226 187.4514403  8.0098857  41.587 22.282 0.042 22.295 0.031 23.595 0.038 23.583 0.031 0.0339 0.0046 0.0293 0.0026 1.00 0.022  0.5000  0.3990
1226 187.4457958  7.9888952  41.595 23.400 1.576 23.367 0.086 24.190 0.095 24.195 0.082 0.0299 0.0108 0.0340 0.0094 0.99 0.022  0.5980  0.4660
1226 187.4556569  7.9960959  41.834 20.832 0.027 20.840 0.017 21.727 0.016 21.722 0.011 0.0469 0.0031 0.0405 0.0016 1.00 0.022  0.5170  0.4140
1226 187.4356367  7.9930954  41.845 20.551 0.022 20.516 0.021 21.614 0.014 21.586 0.012 0.0328 0.0045 0.0350 0.0026 1.00 0.022  0.4840  0.3790
1226 187.4348710  8.0067209  41.953 21.120 0.020 21.094 0.018 22.595 0.022 22.576 0.020 0.0288 0.0020 0.0244 0.0026 1.00 0.022  0.5560  0.4280
1226 187.4332397  7.9975676  42.325 22.257 0.022 22.204 0.017 23.611 0.041 23.600 0.031 0.0266 0.0044 0.0303 0.0055 1.00 0.022  0.4700  0.3670
1226 187.4522382  8.0095560  42.373 23.438 0.109 23.493 0.058 24.821 0.080 24.790 0.074 0.0478 0.0132 0.0236 0.0079 0.99 0.022  0.4790  0.3810
