				ID												RA											DEC								RAh	RAm	RAs			DECd	DECm	DECs							mag									mag_err				reff								reff_err					sersic_n				sersic_n_error			elon				elon_err					PA							PA_err								flag
55_153262_35_355448              55.153440              -35.355145           03 40 36.83     -35 21 18.5                    20.31              0.00           31.72              0.71              0.48              0.04              0.71              0.02      -44.75           3.91                    new                                                          
55_169040_34_948892              55.168829              -34.948950           03 40 40.52     -34 56 56.2                    18.72              0.01           29.54              0.27              0.72              0.01              0.84              0.01       50.52           1.79                    old                                                          
55_176859_35_660731              55.176865              -35.661430           03 40 42.45     -35 39 41.1                    17.37              0.00           38.60              0.11              0.66              0.00              0.63              0.00      -35.29           0.22                    new                                                          
55_180676_35_860706              55.180586              -35.860774           03 40 43.34     -35 51 38.8                    18.02              0.00           19.52              0.06              0.86              0.00              0.67              0.00      -85.96           0.24                    old                                                          
55_181396_35_540110              55.181661              -35.539524           03 40 43.60     -35 32 22.3                    22.15              0.00           11.24              0.68              0.58              0.10              0.66              0.05      -82.27           6.80                    new                                                          
55_188906_35_502452              55.188900              -35.502000           03 40 45.34     -35 30 07.2                    21.68              0.00           13.25              0.58              0.67              0.07              0.88              0.05      -79.23          15.65                    new                                                          
55_206726_35_388188              55.206793              -35.388438           03 40 49.63     -35 23 18.4                    21.81              0.00           11.40              0.45              0.33              0.05              0.74              0.04      -65.86           6.07                    new                                                          
55_207789_35_024212              55.207520              -35.023855           03 40 49.80     -35 01 25.9                    18.60              0.01           28.26              0.56              0.68              0.02              0.72              0.01      -47.67           2.10                    old                                                          
55_220155_35_117344              55.220374              -35.117729           03 40 52.89     -35 07 03.8                    18.82              0.01           29.52              0.39              1.08              0.01              0.83              0.01       15.73           1.77                    old                                                          
55_236284_34_713511              55.236268              -34.713218           03 40 56.70     -34 42 47.6                    21.35              0.00            8.59              0.53              0.41              0.10              0.62              0.05      -10.20           6.25                    new                                                          
55_242254_36_332996              55.242253              -36.332917           03 40 58.14     -36 19 58.5                    22.61              0.00            8.64              0.57              0.55              0.12              0.65              0.06      -39.34           7.01                    new                                                          
55_266215_34_954278              55.266001              -34.954146           03 41 03.84     -34 57 14.9                    19.13              0.01           23.06              0.19              0.68              0.01              0.69              0.00      -45.81           0.73                    old                                                          
55_266820_35_647450              55.266536              -35.647586           03 41 03.97     -35 38 51.3                    17.43              0.00           23.48              0.07              0.99              0.00              0.86              0.00       52.40           0.59                    old                                                          
55_276063_35_606052              55.276093              -35.606365           03 41 06.26     -35 36 22.9                    22.55              0.00           10.39              0.45              0.27              0.06              0.52              0.03       22.51           3.12                    new                                                          
55_278893_35_690328              55.278800              -35.690300           03 41 06.91     -35 41 25.1                    19.05              0.01           29.47              0.41              0.87              0.02              0.77              0.01      -80.53           1.59                    old                                                          
55_299877_36_069068              55.299609              -36.069294           03 41 11.91     -36 04 09.5                    21.10              0.00           13.51              0.29              0.66              0.04              0.59              0.02       48.92           1.82                    new                                                          
55_311066_35_450691              55.311188              -35.450948           03 41 14.69     -35 27 03.4                    19.69              0.00           14.75              0.12              0.72              0.01              0.81              0.01      -58.04           1.74                    new                                                          
55_322646_35_648422              55.322093              -35.648292           03 41 17.30     -35 38 53.9                    22.96              0.00            6.39              0.41              0.49              0.13              0.65              0.06      -67.82           7.47                    new                                                          
55_338897_35_948670              55.339077              -35.948656           03 41 21.38     -35 56 55.2                    17.13              0.00           33.70              0.10              0.82              0.00              0.96              0.00      -52.88           2.10                    new                                                          
55_344247_35_005799              55.344006              -35.005584           03 41 22.56     -35 00 20.1                    22.19              0.00           14.39              0.77              0.62              0.10              0.40              0.03       47.14           2.60                    new                                                          
55_348414_35_763080              55.348314              -35.763366           03 41 23.60     -35 45 48.1                    21.73              0.00           15.91              0.94              1.01              0.10              0.60              0.04       -6.40           4.48                    new                                                          
55_349506_36_080363              55.349458              -36.080581           03 41 23.87     -36 04 50.1                    20.65              0.00           21.21              0.44              1.22              0.05              0.35              0.01       74.19           0.78                    new                                                          
55_359847_35_379888              55.359895              -35.379584           03 41 26.37     -35 22 46.5                    21.02              0.00           11.55              0.26              0.62              0.04              0.73              0.02       64.49           3.29                    new                                                          
55_361720_34_916506              55.362062              -34.916582           03 41 26.89     -34 54 59.7                    21.80              0.00           10.74              0.45              0.66              0.07              0.83              0.04      -39.70          10.25                    new                                                          
55_366067_35_719940              55.366334              -35.720336           03 41 27.92     -35 43 13.2                    17.82              0.00           42.55              0.19              1.04              0.01              0.52              0.00      -38.54           0.31                    new                                                          
55_418945_35_352528              55.419261              -35.352290           03 41 40.62     -35 21 08.2                    18.96              0.01           26.82              0.27              0.76              0.01              0.60              0.00      -85.66           0.60                    new                                                          
55_443408_35_515530              55.443722              -35.515360           03 41 46.49     -35 30 55.3                    21.24              0.00           25.99              1.40              0.88              0.09              0.55              0.04      -72.13           3.82                    new                                                          
55_458440_35_535578              55.458626              -35.535276           03 41 50.07     -35 32 07.0                    18.60              0.00           23.08              0.14              0.70              0.01              0.57              0.00       49.02           0.33                    old                                                          
55_472199_34_880448              55.472189              -34.880948           03 41 53.33     -34 52 51.4                    18.76              0.01           11.77              0.13              1.26              0.01              0.75              0.00      -65.97           0.95                    old                                                          
55_485620_35_889118              55.485605              -35.889438           03 41 56.55     -35 53 22.0                    21.79              0.00            9.26              0.33              0.51              0.06              0.82              0.04       14.34           8.48                    new                                                          
55_488897_35_292186              55.488894              -35.292364           03 41 57.33     -35 17 32.5                    17.82              0.00           50.84              0.29              0.68              0.01              0.76              0.00       64.52           0.69                    old                                                          
55_546602_35_443437              55.546540              -35.443142           03 42 11.17     -35 26 35.3                    18.15              0.01           72.03              1.00              1.02              0.01              0.46              0.00       68.49           0.44                    new                                                          
55_579929_35_560831              55.579554              -35.561026           03 42 19.09     -35 33 39.7                    18.82              0.00           26.10              0.21              0.65              0.01              0.79              0.01      -50.83           1.56                    new                                                          
55_646764_35_984759              55.646015              -35.985095           03 42 35.04     -35 59 06.3                    18.85              0.01           32.94              0.37              0.76              0.01              0.58              0.00       63.68           0.64                    old                                                          
55_653675_35_955773              55.653783              -35.955917           03 42 36.91     -35 57 21.3                    18.17              0.00           28.59              0.09              0.63              0.00              0.72              0.00       25.34           0.43                    new                                                          
55_660488_35_868209              55.660661              -35.868071           03 42 38.56     -35 52 05.1                    16.99              0.00           42.44              0.23              1.26              0.01              0.96              0.00       37.01           3.18                    new                                                          
55_661116_35_764121              55.661102              -35.764146           03 42 38.66     -35 45 50.9                    22.35              0.00           10.06              0.64              0.73              0.11              0.90              0.07       41.35          29.73                    new                                                          
55_678760_35_540669              55.678970              -35.540671           03 42 42.95     -35 32 26.4                    19.94              0.00           17.00              0.20              0.76              0.02              0.56              0.01      -81.92           0.86                    new                                                          
55_696985_35_390032              55.696985              -35.389707           03 42 47.28     -35 23 22.9                    21.20              0.00           16.03              0.62              0.76              0.06              0.70              0.03      -16.37           4.83                    new                                                          
55_751891_35_635505              55.751894              -35.635791           03 43 00.45     -35 38 08.8                    21.53              0.00           24.16              1.14              0.61              0.07              0.45              0.03      -32.63           2.41                    new                                                          
55_806324_35_519402              55.806295              -35.519108           03 43 13.51     -35 31 08.8                    17.24              0.00           37.34              0.17              1.20              0.00              0.79              0.00       14.18           0.45                    old                                                          
