21.59    1.76    1.2  
20.10    1.24    1.5  
21.31    0.73    4.6  
20.25    0.92    1.0  
19.44    1.62    1.8  
17.31    1.16    5.4  
21.41    2.03    1.0  
21.99    1.47    0.6  
21.95    _       0.8  
20.87    1.44    1.3  
20.73    1.10    1.2  
20.74    1.31    0.8  
20.84    1.00    4.0  
19.16    1.29    3.3  
21.90    1.04    1.7  
21.81    1.15    0.7  
21.48    0.57    0.8  
19.48    1.23    3.6  
16.97    0.93    8.7  
20.74    1.52    1.3  
21.53    1.57    1.4  
21.81    _       2.2  
19.95    1.31    1.3  
21.83    2.27    1.0  
17.21    1.12    8.5  
21.78    1.08    1.0  
20.96    1.09    1.0  
21.39    1.66    0.7  
21.68    0.87    0.7  
21.19    1.33    1.4  
21.59    1.57    1.1  
21.03    _       2.0  
20.51    0.82    1.6  
21.76    1.66    0.8  
21.78    _       1.5  
21.03    1.74    1.0  
21.30    0.91    0.7  
20.93    _       2.0  
21.10    0.80    1.1  
21.02    2.34    0.7  
21.27    _       1.8  
19.05    0.74    3.0  
21.99    1.48    0.7  
18.33    1.63    3.5  
21.87    _       2.2  
21.34    1.14    1.1  
20.83    0.53    1.1  
19.27    1.17    2.0  
21.67    _       1.1  
17.46    1.35    3.3  
21.55    1.67    1.3  
21.75    1.28    1.9  
20.72    1.13    1.8  
21.30    _       1.1  
21.90    1.04    2.2  
21.00    _       0.7  
21.54    0.73    1.2  
21.78    _       2.2  
21.02    1.39    1.7  
21.11    _       1.5  
21.94    0.93    1.6  
17.95    1.59    3.5  
21.79    _       1.0  
22.00    1.16    0.7  
20.50    2.10    2.2  
20.76    1.25    1.6  
21.86    _       0.9  
20.81    0.74    1.4  
19.89    1.73    1.4  
20.47    0.75    1.8  
18.74    1.20    1.6  
18.38    1.16    2.4  
21.38    1.38    0.6  
16.28    0.99    6.6  
20.60    0.68    0.7  
19.60    1.29    1.1  
21.15    2.28    1.0  
21.28    2.10    1.1  
21.02    1.81    0.8  
21.78    1.17    0.8  
21.73    0.97    0.9  
20.76    0.80    1.1  
20.60    1.17    0.8  
21.29    1.24    0.8  
18.35    1.27    1.3  
19.09    1.40    2.1  
21.95    _       4.6  
21.56    0.85    0.8  
21.65    0.96    0.7  
20.63    0.87    1.1  
21.63    1.18    0.8  
21.97    1.00    1.8  
21.61    2.11    0.8  
21.63    2.46    1.1  
21.72    2.45    0.8  
20.92    1.32    1.2  
21.15    0.96    1.0  
21.56    1.14    0.7  
21.59    _       8.9  
19.11    1.22    0.7  
20.54    _       3.8  
21.66    1.11    1.5  
19.16    1.10    2.9  
21.23    0.74    1.0  
21.44    1.07    0.9  
21.17    0.51    0.7  
21.44    0.86    0.9  
20.53    0.38    0.6  
21.69    0.77    1.2  
21.28    1.07    1.2  
20.66    1.06    2.7  
21.41    1.04    2.2  
21.80    0.93    1.2  
21.04    0.92    1.2  
21.07    0.84    0.5  
21.10    1.64    1.0  
20.84    1.41    1.0  
21.44    0.65    0.7  
21.81    1.57    2.0  
21.29    1.05    1.2  
20.44    0.76    2.1  
21.50    1.53    2.8  
21.83    _       2.7  
21.93    1.26    1.0  
21.18    0.87    1.8  
21.14    1.33    0.7  
19.16    0.91    3.7  
20.19    1.11    0.7  
18.48    1.10    1.7  
21.96    0.68    1.2  
18.83    1.17    2.0  
20.40    1.70    1.2  
21.53    2.23    1.3  
21.94    1.05    1.1  
17.99    1.04    2.6  
21.93    1.56    1.1  
20.88    0.82    6.7  
21.11    1.49    2.2  
21.64    1.80    1.0  
20.35    1.12    1.4  
21.27    1.16    1.4  
20.99    1.93    1.1  
17.66    1.49    4.7  
21.10    1.25    1.9  
20.51    1.40    1.1  
21.96    1.13    1.0  
20.20    1.61    1.2  
18.59    1.25    2.3  
17.48    1.21    2.3  
21.91    1.50    1.0  
21.27    1.33    1.1  
20.05    0.69    2.2  
21.64    1.06    0.5  
21.37    0.61    0.8  
19.08    1.18    1.0  
20.95    1.88    1.0  
20.12    0.83    1.1  
21.13    0.63    1.9  
21.94    1.91    1.4  
17.82    1.00    1.5  
20.90    1.26    1.5  
19.91    1.58    2.0  
20.85    1.22    0.7  
20.60    2.29    1.2  
19.82    0.87    2.7  
21.10    1.09    0.7  
21.63    0.79    0.7  
21.05    0.97    1.5  
20.43    0.65    1.4  
21.68    1.06    0.8  
21.77    1.62    1.0  
21.27    1.64    1.6  
21.99    0.93    1.4  
19.61    1.35    1.0  
19.29    1.07    2.4  
21.49    1.52    1.4  
20.66    2.41    1.9  
21.51    0.89    0.7  
18.97    1.03    4.8  
19.99    1.14    1.2  
18.62    1.02    1.0  
19.18    1.15    1.0  
19.74    0.82    1.3  
21.24    0.92    1.1  
21.85    1.06    1.2  
21.46    1.47    2.0  
21.85    2.09    1.1  
21.46    1.11    1.0  
20.71    2.01    1.7  
19.89    1.13    2.0  
19.14    1.39    1.2  
21.42    1.69    1.3  
20.87    _       3.0  
21.93    0.94    1.1  
21.75    _       3.5  
21.94    1.25    1.2  
19.55    1.56    1.0  
20.71    _       5.4  
21.43    0.66    1.3  
21.39    1.41    2.5  
19.48    1.08    0.5  
17.37    1.23    1.7  
21.14    0.86    1.8  
20.45    1.54    1.2  
21.99    0.63    0.7  
20.92    1.79    1.6  
18.97    1.31    3.5  
21.51    0.97    1.0  
20.43    1.28    1.4  
20.96    1.62    2.2  
20.36    0.71    1.4  
21.51    0.45    1.6  
21.12    1.88    1.0  
21.33    1.03    1.0  
19.80    0.81    1.8  
21.26    0.60    1.0  
21.96    2.30    0.9  
21.16    1.18    1.6  
21.77    0.87    1.6  
21.75    1.82    0.7  
21.33    0.69    1.9  
21.74    1.00    0.9  
17.87    1.12    1.1  
21.55    1.14    1.2  
19.55    1.38    1.2  
21.48    1.72    1.2  
20.85    1.03    2.0  
18.36    1.10    1.3  
21.52    2.18    2.0  
21.71    0.60    0.5  
21.80    2.17    2.2  
20.96    1.30    0.8  
19.21    1.08    1.7  
21.58    _       1.4  
20.90    1.20    1.1  
21.28    1.89    0.8  
21.63    0.55    0.9  
21.93    1.56    1.1  
21.17    0.88    1.0  
21.15    2.18    0.9  
18.34    1.28    1.7  
21.71    0.72    1.0  
21.75    1.75    4.5  
20.18    1.37    1.2  
21.90    1.41    0.8  
20.98    1.33    1.4  
21.31    0.85    1.0  
21.37    1.57    0.7  
21.38    1.97    0.8  
21.75    1.47    1.1  
20.35    0.98    0.9  
21.85    1.13    0.7  
21.49    1.59    1.7  
18.69    1.41    2.1  
21.33    1.46    1.1  
19.43    1.49    2.0  
20.60    0.74    0.7  
21.93    1.61    1.6  
21.29    1.42    0.7  
21.50    1.24    1.0  
21.64    0.81    1.0  
18.73    0.87    3.5  
21.91    2.06    1.0  
21.67    1.43    1.1  
21.49    0.80    1.0  
18.51    1.13    1.7  
20.92    1.79    1.0  
20.83    1.49    1.6  
20.86    1.15    2.2  
20.92    1.31    1.6  
21.63    1.79    1.6  
21.48    1.58    1.0  
20.04    1.15    1.0  
20.42    1.51    1.3  
21.59    0.89    1.2  
21.46    2.29    1.2  
20.13    1.71    1.2  
21.75    1.49    1.5  
21.51    1.09    0.6  
21.51    1.08    1.2  
20.42    1.07    1.2  
21.86    1.74    1.2  
21.75    1.68    0.7  
20.32    1.70    0.9  
19.60    1.10    2.4  
21.82    1.06    1.1  
21.27    1.10    0.7  
21.83    1.57    0.9  
21.92    2.32    1.2  
21.22    _       1.0  
21.57    1.31    1.5  
21.12    1.25    1.0  
21.56    1.70    0.9  
21.68    1.80    1.2  
20.57    1.49    1.3  
21.24    0.87    1.6  
21.89    2.29    1.0  
21.92    1.22    1.0  
21.83    0.60    2.7  
21.53    1.21    1.8  
21.34    1.42    1.2  
21.79    2.21    1.4  
21.90    0.86    1.8  
21.82    2.28    1.5  
21.22    2.13    1.1  
21.96    1.49    1.1  
21.95    2.24    1.0  
21.12    1.15    1.0  
21.62    2.31    1.2  
21.53    1.43    1.0  
21.43    1.16    1.3  
20.03    0.74    1.6  
19.41    1.48   10.7  
21.75    1.86    1.2  
21.86    0.79    1.6  
21.54    1.13    1.2  
20.64    1.54    1.8  
21.56    2.32    2.4  
21.09    1.08    0.8  
20.50    1.38    1.6  
21.43    2.10    1.2  
18.06    1.24    2.8  
19.36    0.75    3.7  
21.51    1.26    1.2  
21.50    1.08    1.8  
21.93    1.76    1.3  
20.30    2.03    1.6  
21.75    2.17    2.0  
21.20    1.04    1.5  
21.95    1.21    1.2  
21.57    2.19    0.9  
21.78    2.25    1.0  
21.42    1.70    1.9  
20.90    2.22    2.8  
21.06    2.07    1.2  
19.74    1.06    1.4  
20.67    0.90    1.2  
21.91    2.22    1.3  
17.31    1.20    1.8  
21.50    1.41    1.0  
20.81    1.60    1.4  
20.70    0.86    1.8  
20.61    0.75    1.6  
21.18    1.22    1.1  
19.39    1.55    1.4  
19.76    0.80    1.1  
21.89    1.69    1.3  
21.58    1.73    1.5  
19.67    0.82    2.0  
19.93    1.19    1.8  
21.96    1.07    1.1  
18.48    1.30    2.2  
21.89    1.04    1.0  
21.42    1.61    1.8  
20.45    1.73    8.5  
21.94    0.95    1.0  
21.31    1.80    1.2  
20.93    0.95    0.7  
19.05    0.97    0.8  
21.94    1.29    0.9  
21.48    1.12    1.5  
21.94    0.86    0.7  
20.65    1.37    0.7  
21.42    2.42    0.8  
21.18    1.55    0.7  
21.19    0.76    1.4  
20.24    1.11    1.2  
19.72    0.88    1.6  
21.69    0.98    1.0  
19.81    1.55    1.2  
21.91    1.40    1.1  
20.78    0.91    1.6  
20.99    1.24    1.2  
21.06    1.21    1.8  
21.44    1.64    0.8  
21.13    1.38    1.5  
19.72    1.12    1.0  
20.83    1.22    1.9  
21.72    1.52    0.5  
21.04    1.00    1.8  
20.93    0.46    1.5  
21.88    0.99    1.3  
21.79    1.26    1.1  
18.99    1.40    1.2  
20.76    0.97    0.9  
20.94    0.92    2.1  
21.52    1.90    1.2  
19.44    1.20    1.0  
21.25    1.48    0.7  
20.50    1.12    4.4  
21.88    1.75    1.0  
21.10    0.92    5.6  
18.62    1.46    1.0  
21.47    2.18    1.8  
19.32    1.41    2.1  
21.89    0.98    0.7  
20.86    1.21    3.7  
17.16    1.35    3.0  
20.99    1.03    1.4  
21.65    1.16    1.0  
20.55    1.23    0.9  
21.78    0.89    0.9  
21.21    1.51    0.7  
20.55    1.60    1.7  
20.35    0.89    1.2  
20.23    1.08    1.6  
20.59    1.19    1.2  
20.64    1.67    2.4  
21.51    0.80    0.7  
21.70    1.65    0.6  
21.98    1.03    1.3  
20.89    1.13    0.7  
20.96    0.97    1.4  
21.57    1.46    0.7  
21.93    1.78    1.0  
19.03    0.89    1.6  
20.09    1.76    2.0  
21.79    1.18    0.9  
20.57    _       2.0  
21.19    0.98    1.6  
20.42    0.94    2.2  
21.72    1.26    0.9  
21.93    1.90    1.1  
20.47    1.03    1.6  
20.69    1.17    1.0  
20.06    1.62    1.0  
19.44    1.79    1.4  
20.88    0.85    1.4  
20.94    1.05    1.5  
21.30    1.21    1.1  
20.77    0.84    1.1  
21.95    0.96    0.6  
20.28    1.42    0.7  
20.87    2.11    5.8  
21.38    1.91    1.8  
20.76    2.42    5.3  
19.42    1.36    1.5  
20.99    2.24    2.0  
21.55    1.10    1.0  
18.85    0.82    1.6  
21.89    2.18    1.0  
19.73    1.15    3.2  
21.48    1.07    1.1  
21.10    1.79    1.1  
21.81    1.48    1.2  
20.34    1.42    1.2  
18.41    1.62    3.1  
17.90    1.52    1.9  
18.65    1.36    1.8  
21.91    1.40    1.4  
21.57    1.17    1.2  
20.81    1.31    1.3  
20.92    1.75    1.6  
21.53    1.18    1.0  
21.66    1.46    1.1  
9.29    1.15    1.2  
21.70    1.50    1.0  
21.45    0.99    1.1  
21.99    1.49    1.1  
9.93    0.58    6.5  
19.35    1.04    1.8  
21.74    1.01    1.1  
19.72    0.92    2.9  
21.52    1.10    1.1  
21.87    1.65    1.4  
20.25    1.23    1.6  
20.09    1.77    2.4  
21.62    _       4.7  
22.00    1.47    2.3  
21.41    1.60    1.6  
21.81    1.14    4.8  
21.95    1.73    1.2  
16.87    1.02    4.2  
21.63    0.98    2.0  
20.09    _       1.8  
20.07    1.35    1.7  
21.46    1.84    1.6  
21.71    0.81    1.4  
21.20    1.66    1.8  
19.58    1.49    2.4  
19.94    1.01    3.9  
20.81    1.01    3.8  
20.08    1.22    3.3  
21.36    1.09    1.0  
21.65    1.24    1.2  
21.42    1.04    1.2  
21.23    1.71    1.1  
21.20    0.95    1.6  
21.16    0.85    1.3  
21.31    0.84    2.2  
21.88    1.51    1.0  
18.68    1.04    2.2  
21.48    1.79    1.2  
20.31    0.86    1.9  
20.93    2.27    1.3  
21.92    1.48    1.0  
21.98    2.38    1.0  
21.53    1.96    1.4  
20.69    1.36    2.7  
20.68    0.85    1.3  
21.17    0.99    1.6  
21.94    1.07    1.0  
21.92    0.89    1.3  
21.88    0.96    0.8  
20.95    1.66    1.3  
20.00    1.64    1.0  
20.95    1.14    1.6  
20.36    1.77    1.2  
21.99    1.82    3.5  
20.92    1.37    0.9  
21.51    1.63    1.7  
21.78    1.77    1.4  
21.81    1.19    0.8  
20.04    1.66    1.2  
21.08    1.42    1.0  
20.67    2.21    2.4  
21.19    1.25    1.0  
21.34    1.48    1.0  
21.65    1.25    0.7  
20.49    1.23    1.5  
20.44    0.74    1.6  
20.09    0.96    0.7  
21.39    1.36    0.7  
20.37    1.31    1.3  
21.77    2.09    0.8  
21.79    2.19    1.6  
20.37    1.74    1.8  
21.96    2.16    1.8  
20.95    1.75    1.4  
21.62    1.00    1.0  
21.68    2.14    1.0  
20.94    1.26    1.0  
21.22    2.09    1.1  
21.97    2.17    1.5  
21.73    1.07    1.2  
19.65    1.17    1.4  
21.20    1.83    1.0  
20.13    1.60    1.9  
19.31    1.22    1.8  
18.50    1.43    2.4  
21.32    1.69    0.9  
21.09    2.18    2.0  
21.55    1.62    1.2  
21.37    1.40    1.0  
21.79    1.98    1.2  
17.95    1.51    2.0  
20.20    1.25    1.6  
18.98    1.49    1.5  
20.32    1.41    0.8  
20.15    0.80    1.5  
20.89    1.28    2.9  
21.02    2.45    5.6  
21.69    0.90    0.9  
21.77    1.91    0.8  
19.87    1.93    3.1  
20.68    1.97    1.6  
19.62    0.92    1.4  
20.77    0.97    1.0  
21.56    0.81    0.8  
19.19    1.46    1.2  
20.25    1.47    1.3  
20.32    1.88    1.2  
21.46    1.31    1.2  
21.92    0.87    1.7  
20.80    1.06    1.1  
21.59    1.02    1.7  
20.64    1.90    1.2  
18.20    1.36    2.6  
21.07    1.23    1.6  
21.54    0.97    1.0  
21.40    1.55    4.3  
20.96    0.98    0.9  
20.69    1.62    1.2  
21.22    0.89    1.0  
